Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist,Seconds,len_byte_ratio,Track_sentiment,Track_pol_sub_mix
Segue O Seco,Caetano Veloso e Gilberto Gil,178207,5922018,0.99,Latin,Barulhinho Bom,Marisa Monte,178.207,0.030092275977546844,0.0,0.0
O Xote Das Meninas,Caetano Veloso e Gilberto Gil,291866,9553228,0.99,Latin,Barulhinho Bom,Marisa Monte,291.866,0.03055155807021459,0.0,0.0
Wherever I Lay My Hat,,136986,4477321,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,136.986,0.03059552799542405,0.0,0.0
Get My Hands On Some Lovin',,149054,4860380,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,149.054,0.030667149482139257,0.0,0.0
No Good Without You,"William ""Mickey"" Stevenson",161410,5259218,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,161.41,0.03069087457488927,-0.35,-0.21000000000000002
You've Been A Long Time Coming,Brian Holland/Eddie Holland/Lamont Dozier,137221,4437949,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,137.221,0.030919913680846716,-0.05,-0.020000000000000004
When I Had Your Love,"Robert Rogers/Warren ""Pete"" Moore/William ""Mickey"" Stevenson",152424,4972815,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,152.424,0.03065145194422073,0.5,0.3
You're What's Happening (In The World Today),Allen Story/George Gordy/Robert Gordy,142027,4631104,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,142.027,0.03066806532524426,0.0,0.0
It's A Bitter Pill To Swallow,"Smokey Robinson/Warren ""Pete"" Moore",194821,6477882,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,194.821,0.030074799139595317,-0.1,-0.05
Seek And You Shall Find,"Ivy Hunter/William ""Mickey"" Stevenson",223451,7306719,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,223.451,0.03058157840749042,0.0,0.0
Gonna Keep On Tryin' Till I Win Your Love,Barrett Strong/Norman Whitfield,176404,5789945,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,176.404,0.030467301502864017,0.65,0.325
Gonna Give Her All The Love I've Got,Barrett Strong/Norman Whitfield,210886,6893603,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,210.886,0.030591549876022743,0.5,0.3
I Wish It Would Rain,Barrett Strong/Norman Whitfield/Roger Penzabene,172486,5647327,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,172.486,0.030542945361584337,0.0,0.0
"Abraham, Martin And John",Dick Holler,273057,8888206,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,273.057,0.030721272661772242,0.0,0.0
Save The Children,Al Cleveland/Marvin Gaye/Renaldo Benson,194821,6342021,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,194.821,0.03071907204343852,0.0,0.0
You Sure Love To Ball,Marvin Gaye,218540,7217872,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,218.54,0.0302776219916341,0.5,0.37222222222222223
Ego Tripping Out,Marvin Gaye,314514,10383887,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,314.514,0.030288657802227625,0.0,0.0
Praise,Marvin Gaye,235833,7839179,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,235.833,0.030083890162477474,0.0,0.0
Heavy Love Affair,Marvin Gaye,227892,7522232,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,227.892,0.03029579518419533,0.15,0.0825
Down Under,,222171,7366142,0.99,Rock,The Best Of Men At Work,Men At Work,222.171,0.030161107401947995,-0.15555555555555559,-0.04493827160493828
Overkill,,225410,7408652,0.99,Rock,The Best Of Men At Work,Men At Work,225.41,0.030425237951519385,0.0,0.0
Be Good Johnny,,216320,7139814,0.99,Rock,The Best Of Men At Work,Men At Work,216.32,0.03029770803553146,0.7,0.42000000000000004
Everything I Need,,216476,7107625,0.99,Rock,The Best Of Men At Work,Men At Work,216.476,0.030456868503895465,0.0,0.0
Down by the Sea,,408163,13314900,0.99,Rock,The Best Of Men At Work,Men At Work,408.163,0.030654604991400613,-0.15555555555555559,-0.04493827160493828
Who Can It Be Now?,,202396,6682850,0.99,Rock,The Best Of Men At Work,Men At Work,202.396,0.03028588102381469,0.0,0.0
It's a Mistake,,273371,8979965,0.99,Rock,The Best Of Men At Work,Men At Work,273.371,0.030442323550258825,0.0,0.0
Shakes and Ladders,,198008,6560753,0.99,Rock,The Best Of Men At Work,Men At Work,198.008,0.03018068200403216,0.0,0.0
No Sign of Yesterday,,362004,11829011,0.99,Rock,The Best Of Men At Work,Men At Work,362.004,0.03060306563245228,0.0,0.0
Sad But True,Ulrich,324754,10541258,0.99,Metal,Black Album,Metallica,324.754,0.030807897880879113,-0.07500000000000001,-0.061875000000000006
Holier Than Thou,Ulrich,227892,7462011,0.99,Metal,Black Album,Metallica,227.892,0.030540292690536104,0.0,0.0
The Unforgiven,"James Hetfield, Lars Ulrich and Kirk Hammett",387082,12646886,0.99,Metal,Black Album,Metallica,387.082,0.030606901967804565,0.0,0.0
Wherever I May Roam,Ulrich,404323,13161169,0.99,Metal,Black Album,Metallica,404.323,0.030720903287542314,0.0,0.0
Don't Tread On Me,Ulrich,240483,7827907,0.99,Metal,Black Album,Metallica,240.483,0.030721238767910757,0.0,0.0
Through The Never,"James Hetfield, Lars Ulrich and Kirk Hammett",244375,8024047,0.99,Metal,Black Album,Metallica,244.375,0.03045533008468171,0.0,0.0
Nothing Else Matters,Ulrich,388832,12606241,0.99,Metal,Black Album,Metallica,388.832,0.030844404767448125,0.0,0.0
Of Wolf And Man,"James Hetfield, Lars Ulrich and Kirk Hammett",256835,8339785,0.99,Metal,Black Album,Metallica,256.835,0.030796357460054425,0.0,0.0
The God That Failed,Ulrich,308610,10055959,0.99,Metal,Black Album,Metallica,308.61,0.03068926593674457,-0.5,-0.15
My Friend Of Misery,"James Hetfield, Lars Ulrich and Jason Newsted",409547,13293515,0.99,Metal,Black Album,Metallica,409.547,0.030808029328586155,0.0,0.0
The Struggle Within,Ulrich,234240,7654052,0.99,Metal,Black Album,Metallica,234.24,0.030603398043284786,0.0,0.0
Helpless,Harris/Tatler,398315,12977902,0.99,Metal,Garage Inc. (Disc 2),Metallica,398.315,0.03069178670019237,0.0,0.0
The Small Hours,Holocaust,403435,13215133,0.99,Metal,Garage Inc. (Disc 2),Metallica,403.435,0.03052825877726694,-0.25,-0.1
Crash Course In Brain Surgery,Bourge/Phillips/Shelley,190406,6233729,0.99,Metal,Garage Inc. (Disc 2),Metallica,190.406,0.030544478272956685,0.0,0.0
Last Caress/Green Hell,Danzig,209972,6854313,0.99,Metal,Garage Inc. (Disc 2),Metallica,209.972,0.03063355875344473,0.0,0.0
Am I Evil?,Harris/Tatler,470256,15387219,0.99,Metal,Garage Inc. (Disc 2),Metallica,470.256,0.03056146792997487,-1.0,-1.0
Blitzkrieg,Jones/Sirotto/Smith,216685,7090018,0.99,Metal,Garage Inc. (Disc 2),Metallica,216.685,0.030561981648001457,0.0,0.0
Breadfan,Bourge/Phillips/Shelley,341551,11100130,0.99,Metal,Garage Inc. (Disc 2),Metallica,341.551,0.030769999990991097,0.0,0.0
The Prince,Harris/Tatler,265769,8624492,0.99,Metal,Garage Inc. (Disc 2),Metallica,265.769,0.03081561209634144,0.0,0.0
Stone Cold Crazy,Deacon/May/Mercury/Taylor,137717,4514830,0.99,Metal,Garage Inc. (Disc 2),Metallica,137.717,0.03050325261416266,-0.6,-0.57
So What,Culmer/Exalt,189152,6162894,0.99,Metal,Garage Inc. (Disc 2),Metallica,189.152,0.030692074210590024,0.0,0.0
Killing Time,Sweet Savage,183693,6021197,0.99,Metal,Garage Inc. (Disc 2),Metallica,183.693,0.030507721305248772,0.0,0.0
Overkill,Clarke/Kilmister/Tayler,245133,7971330,0.99,Metal,Garage Inc. (Disc 2),Metallica,245.133,0.03075183187749096,0.0,0.0
Damage Case,Clarke/Farren/Kilmister/Tayler,220212,7212997,0.99,Metal,Garage Inc. (Disc 2),Metallica,220.212,0.030529889309533886,0.0,0.0
Stone Dead Forever,Clarke/Kilmister/Tayler,292127,9556060,0.99,Metal,Garage Inc. (Disc 2),Metallica,292.127,0.030569816430620986,-0.2,-0.08000000000000002
Too Late Too Late,Clarke/Kilmister/Tayler,192052,6276291,0.99,Metal,Garage Inc. (Disc 2),Metallica,192.052,0.03059960094265865,-0.3,-0.18
The Four Horsemen,"James Hetfield, Lars Ulrich, Dave Mustaine",433188,14178138,0.99,Metal,Kill 'Em All,Metallica,433.188,0.030553236257116412,0.0,0.0
Motorbreath,James Hetfield,188395,6153933,0.99,Metal,Kill 'Em All,Metallica,188.395,0.030613755463376024,0.0,0.0
Jump In The Fire,"James Hetfield, Lars Ulrich, Dave Mustaine",281573,9135755,0.99,Metal,Kill 'Em All,Metallica,281.573,0.030820988522568742,0.0,0.0
(Anesthesia) Pulling Teeth,Cliff Burton,254955,8234710,0.99,Metal,Kill 'Em All,Metallica,254.955,0.030961017449309083,0.0,0.0
No Remorse,"James Hetfield, Lars Ulrich",386795,12672166,0.99,Metal,Kill 'Em All,Metallica,386.795,0.03052319548212989,0.0,0.0
Seek & Destroy,"James Hetfield, Lars Ulrich",415817,13452301,0.99,Metal,Kill 'Em All,Metallica,415.817,0.03091047397764888,-0.2,-0.0
Metal Militia,"James Hetfield, Lars Ulrich, Dave Mustaine",311327,10141785,0.99,Metal,Kill 'Em All,Metallica,311.327,0.030697456118424914,0.0,0.0
Ain't My Bitch,"James Hetfield, Lars Ulrich",304457,9931015,0.99,Metal,Load,Metallica,304.457,0.030657188615665167,0.0,0.0
2 X 4,"James Hetfield, Lars Ulrich, Kirk Hammett",328254,10732251,0.99,Metal,Load,Metallica,328.254,0.030585755029396908,0.0,0.0
The House Jack Built,"James Hetfield, Lars Ulrich, Kirk Hammett",398942,13005152,0.99,Metal,Load,Metallica,398.942,0.03067568914227223,0.0,0.0
Until It Sleeps,"James Hetfield, Lars Ulrich",269740,8837394,0.99,Metal,Load,Metallica,269.74,0.030522572604548354,0.0,0.0
King Nothing,"James Hetfield, Lars Ulrich, Kirk Hammett",328097,10681477,0.99,Metal,Load,Metallica,328.097,0.030716444926109,0.0,0.0
Hero Of The Day,"James Hetfield, Lars Ulrich, Kirk Hammett",261982,8540298,0.99,Metal,Load,Metallica,261.982,0.030675978753902967,0.0,0.0
Bleeding Me,"James Hetfield, Lars Ulrich, Kirk Hammett",497998,16249420,0.99,Metal,Load,Metallica,497.998,0.030647124635833155,0.0,0.0
Cure,"James Hetfield, Lars Ulrich",294347,9648615,0.99,Metal,Load,Metallica,294.347,0.030506658209494317,0.0,0.0
Poor Twisted Me,"James Hetfield, Lars Ulrich",240065,7854349,0.99,Metal,Load,Metallica,240.065,0.03056459548716259,-0.45,-0.36000000000000004
Wasted My Hate,"James Hetfield, Lars Ulrich, Kirk Hammett",237296,7762300,0.99,Metal,Load,Metallica,237.296,0.030570320652383957,-0.5,-0.225
Mama Said,"James Hetfield, Lars Ulrich",319764,10508310,0.99,Metal,Load,Metallica,319.764,0.030429631406001537,0.0,0.0
Thorn Within,"James Hetfield, Lars Ulrich, Kirk Hammett",351738,11486686,0.99,Metal,Load,Metallica,351.738,0.030621364595497778,0.0,0.0
Ronnie,"James Hetfield, Lars Ulrich",317204,10390947,0.99,Metal,Load,Metallica,317.204,0.030526957745044797,0.0,0.0
Master Of Puppets,K.Hammett,515239,16893720,0.99,Metal,Master Of Puppets,Metallica,515.239,0.03049884809266402,0.0,0.0
The Thing That Should Not Be,K.Hammett,396199,12952368,0.99,Metal,Master Of Puppets,Metallica,396.199,0.030588923971276914,0.0,0.0
Welcome Home (Sanitarium),K.Hammett,387186,12679965,0.99,Metal,Master Of Puppets,Metallica,387.186,0.030535257786594838,0.8,0.7200000000000001
Disposable Heroes,J.Hetfield/L.Ulrich,496718,16135560,0.99,Metal,Master Of Puppets,Metallica,496.718,0.03078405707642003,0.0,0.0
Leper Messiah,C.Burton,347428,11310434,0.99,Metal,Master Of Puppets,Metallica,347.428,0.030717477331108602,0.0,0.0
Orion,K.Hammett,500062,16378477,0.99,Metal,Master Of Puppets,Metallica,500.062,0.030531654438932264,0.0,0.0
Damage Inc.,K.Hammett,330919,10725029,0.99,Metal,Master Of Puppets,Metallica,330.919,0.03085483498459538,0.0,0.0
Fuel,"Hetfield, Ulrich, Hammett",269557,8876811,0.99,Metal,ReLoad,Metallica,269.557,0.030366423257180985,0.0,0.0
The Memory Remains,"Hetfield, Ulrich",279353,9110730,0.99,Metal,ReLoad,Metallica,279.353,0.0306619776900424,0.0,0.0
Devil's Dance,"Hetfield, Ulrich",318955,10414832,0.99,Metal,ReLoad,Metallica,318.955,0.030625073933021676,0.0,0.0
The Unforgiven II,"Hetfield, Ulrich, Hammett",395520,12886474,0.99,Metal,ReLoad,Metallica,395.52,0.03069264718960361,0.0,0.0
Better Than You,"Hetfield, Ulrich",322899,10549070,0.99,Metal,ReLoad,Metallica,322.899,0.030609238539511065,0.5,0.25
Slither,"Hetfield, Ulrich, Hammett",313103,10199789,0.99,Metal,ReLoad,Metallica,313.103,0.030697007555744536,0.0,0.0
Carpe Diem Baby,"Hetfield, Ulrich, Hammett",372480,12170693,0.99,Metal,ReLoad,Metallica,372.48,0.030604666472155696,0.0,0.0
Bad Seed,"Hetfield, Ulrich, Hammett",245394,8019586,0.99,Metal,ReLoad,Metallica,245.394,0.030599335177651316,-0.6999999999999998,-0.46666666666666656
Where The Wild Things Are,"Hetfield, Ulrich, Newsted",414380,13571280,0.99,Metal,ReLoad,Metallica,414.38,0.03053359742043492,0.1,0.04000000000000001
Prince Charming,"Hetfield, Ulrich",365061,12009412,0.99,Metal,ReLoad,Metallica,365.061,0.0303979079075645,0.7,0.7
Low Man's Lyric,"Hetfield, Ulrich",457639,14855583,0.99,Metal,ReLoad,Metallica,457.639,0.03080585931901831,0.125,0.059375
Attitude,"Hetfield, Ulrich",315898,10335734,0.99,Metal,ReLoad,Metallica,315.898,0.03056367356203246,0.0,0.0
Fixxxer,"Hetfield, Ulrich, Hammett",496065,16190041,0.99,Metal,ReLoad,Metallica,496.065,0.030640132412265045,0.0,0.0
Ride The Lightning,Metallica,397740,13055884,0.99,Metal,Ride The Lightning,Metallica,397.74,0.030464425082208143,0.0,0.0
For Whom The Bell Tolls,Metallica,311719,10159725,0.99,Metal,Ride The Lightning,Metallica,311.719,0.030681834400045276,0.0,0.0
Fade To Black,Metallica,414824,13531954,0.99,Metal,Ride The Lightning,Metallica,414.824,0.030655144112964026,-0.16666666666666666,-0.07222222222222222
Trapped Under Ice,Metallica,244532,7975942,0.99,Metal,Ride The Lightning,Metallica,244.532,0.030658698370675214,-0.2,-0.0
Escape,Metallica,264359,8652332,0.99,Metal,Ride The Lightning,Metallica,264.359,0.030553497022536815,0.0,0.0
Creeping Death,Metallica,396878,12955593,0.99,Metal,Ride The Lightning,Metallica,396.878,0.03063371935194321,0.0,0.0
The Call Of Ktulu,Metallica,534883,17486240,0.99,Metal,Ride The Lightning,Metallica,534.883,0.0305887943891883,0.0,0.0
Frantic,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,350458,11510849,0.99,Metal,St. Anger,Metallica,350.458,0.030445886311252977,0.0,0.0
St. Anger,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,441234,14363779,0.99,Metal,St. Anger,Metallica,441.234,0.030718517738263725,-0.7,-0.13999999999999999
Some Kind Of Monster,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,505626,16557497,0.99,Metal,St. Anger,Metallica,505.626,0.03053758668958237,0.6,0.54
Dirty Window,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,324989,10670604,0.99,Metal,St. Anger,Metallica,324.989,0.03045647650311079,-0.6,-0.48
Invisible Kid,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,510197,16591800,0.99,Metal,St. Anger,Metallica,510.197,0.030749948769874275,0.0,0.0
My World,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,345626,11253756,0.99,Metal,St. Anger,Metallica,345.626,0.030712057378887547,0.0,0.0
Shoot Me Again,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,430210,14093551,0.99,Metal,St. Anger,Metallica,430.21,0.030525309058022355,0.0,0.0
Sweet Amber,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,327235,10616595,0.99,Metal,St. Anger,Metallica,327.235,0.030822971018485683,0.35,0.22749999999999998
The Unnamed Feeling,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,429479,14014582,0.99,Metal,St. Anger,Metallica,429.479,0.03064515231349747,0.0,0.0
Purify,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,314017,10232537,0.99,Metal,St. Anger,Metallica,314.017,0.030688088398800807,0.0,0.0
All Within My Hands,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,527986,17162741,0.99,Metal,St. Anger,Metallica,527.986,0.030763501004880282,0.0,0.0
Blackened,"James Hetfield, Lars Ulrich & Jason Newsted",403382,13254874,0.99,Metal,...And Justice For All,Metallica,403.382,0.030432729877326634,0.0,0.0
...And Justice For All,"James Hetfield, Lars Ulrich & Kirk Hammett",585769,19262088,0.99,Metal,...And Justice For All,Metallica,585.769,0.03041046225102907,0.0,0.0
Eye Of The Beholder,"James Hetfield, Lars Ulrich & Kirk Hammett",385828,12747894,0.99,Metal,...And Justice For All,Metallica,385.828,0.030266018842014217,0.0,0.0
One,James Hetfield & Lars Ulrich,446484,14695721,0.99,Metal,...And Justice For All,Metallica,446.484,0.03038190504569323,0.0,0.0
The Shortest Straw,James Hetfield and Lars Ulrich,395389,13013990,0.99,Metal,...And Justice For All,Metallica,395.389,0.030381842924422104,0.0,0.0
The Frayed Ends Of Sanity,"James Hetfield, Lars Ulrich and Kirk Hammett",464039,15198986,0.99,Metal,...And Justice For All,Metallica,464.039,0.030530918312576906,0.0,0.0
To Live Is To Die,"James Hetfield, Lars Ulrich and Cliff Burton",588564,19243795,0.99,Metal,...And Justice For All,Metallica,588.564,0.030584611819030497,0.13636363636363635,0.06818181818181818
Dyers Eve,"James Hetfield, Lars Ulrich and Kirk Hammett",313991,10302828,0.99,Metal,...And Justice For All,Metallica,313.991,0.030476195467885128,0.0,0.0
The Maids Of Cadiz,L. Delibes,233534,7505275,0.99,Jazz,Miles Ahead,Miles Davis,233.534,0.03111598175949582,0.0,0.0
The Duke,Dave Brubeck,214961,6977626,0.99,Jazz,Miles Ahead,Miles Davis,214.961,0.030807182844136388,0.0,0.0
My Ship,"Ira Gershwin, Kurt Weill",268016,8581144,0.99,Jazz,Miles Ahead,Miles Davis,268.016,0.031233131619746737,0.0,0.0
Miles Ahead,"Miles Davis, Gil Evans",209893,6807707,0.99,Jazz,Miles Ahead,Miles Davis,209.893,0.030831673572320313,0.0,0.0
Blues For Pablo,Gil Evans,318328,10218398,0.99,Jazz,Miles Ahead,Miles Davis,318.328,0.031152437006270454,0.0,0.0
New Rhumba,A. Jamal,276871,8980400,0.99,Jazz,Miles Ahead,Miles Davis,276.871,0.030830586610841388,0.13636363636363635,0.06198347107438016
The Meaning Of The Blues,"R. Troup, L. Worth",168594,5395412,0.99,Jazz,Miles Ahead,Miles Davis,168.594,0.03124766004894529,0.0,0.0
Lament,J.J. Johnson,134191,4293394,0.99,Jazz,Miles Ahead,Miles Davis,134.191,0.03125522605193001,0.0,0.0
I Don't Wanna Be Kissed (By Anyone But You),"H. Spina, J. Elliott",191320,6219487,0.99,Jazz,Miles Ahead,Miles Davis,191.32,0.03076137951570604,0.0,0.0
Blues For Pablo (Alternate Take),Gil Evans,212558,6900619,0.99,Jazz,Miles Ahead,Miles Davis,212.558,0.030802743927754887,0.0,0.0
The Meaning Of The Blues/Lament (Alternate Take),"J.J. Johnson/R. Troup, L. Worth",309786,9912387,0.99,Jazz,Miles Ahead,Miles Davis,309.786,0.031252411755110045,0.0,0.0
I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),"H. Spina, J. Elliott",192078,6254796,0.99,Jazz,Miles Ahead,Miles Davis,192.078,0.03070891520682689,0.0,0.0
Coração De Estudante,"Wagner Tiso, Milton Nascimento",238550,7797308,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento,238.55,0.030593892148418404,0.0,0.0
A Noite Do Meu Bem,Dolores Duran,220081,7125225,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento,220.081,0.03088758600605595,0.0,0.0
Paisagem Na Janela,"Lô Borges, Fernando Brant",197694,6523547,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento,197.694,0.03030467934085552,0.0,0.0
Caxangá,"Milton Nascimento, Fernando Brant",245551,8144179,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento,245.551,0.030150491535119745,0.0,0.0
Nos Bailes Da Vida,"Milton Nascimento, Fernando Brant",275748,9126170,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento,275.748,0.030215084750777162,0.0,0.0
Canção Do Novo Mundo,"Beto Guedes, Ronaldo Bastos",215353,7032626,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento,215.353,0.030621989566912842,0.0,0.0
Um Gosto De Sol,"Milton Nascimento, Ronaldo Bastos",307200,9893875,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento,307.2,0.031049512956248183,0.0,0.0
Para Lennon E McCartney,"Lô Borges, Márcio Borges, Fernando Brant",321828,10626920,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento,321.828,0.030284221580664954,0.0,0.0
"Maria, Maria","Milton Nascimento, Fernando Brant",72463,2371543,0.99,Latin,Milton Nascimento Ao Vivo,Milton Nascimento,72.463,0.030555212365957523,0.0,0.0
"Fé Cega, Faca Amolada","Milton Nascimento, Ronaldo Bastos",278099,9258649,0.99,Latin,Minas,Milton Nascimento,278.099,0.030036671656955567,0.0,0.0
Beijo Partido,Toninho Horta,229564,7506969,0.99,Latin,Minas,Milton Nascimento,229.564,0.030580118287420664,0.0,0.0
Saudade Dos Aviões Da Panair (Conversando No Bar),"Milton Nascimento, Fernando Brant",268721,8805088,0.99,Latin,Minas,Milton Nascimento,268.721,0.030518831839045787,0.0,0.0
Gran Circo,"Milton Nascimento, Márcio Borges",251297,8237026,0.99,Latin,Minas,Milton Nascimento,251.297,0.030508219835654275,0.0,0.0
Trastevere,"Milton Nascimento, Ronaldo Bastos",265665,8708399,0.99,Latin,Minas,Milton Nascimento,265.665,0.03050675560456061,0.0,0.0
Idolatrada,"Milton Nascimento, Fernando Brant",286249,9426153,0.99,Latin,Minas,Milton Nascimento,286.249,0.03036753169612248,0.0,0.0
Leila (Venha Ser Feliz),Milton Nascimento,209737,6898507,0.99,Latin,Minas,Milton Nascimento,209.737,0.03040324522393034,0.0,0.0
Paula E Bebeto,"Milton Nascimento, Caetano Veloso",135732,4583956,0.99,Latin,Minas,Milton Nascimento,135.732,0.029610231860864283,0.0,0.0
Simples,Nelson Angelo,133093,4326333,0.99,Latin,Minas,Milton Nascimento,133.093,0.030763466427572727,0.0,0.0
Norwegian Wood,"John Lennon, Paul McCartney",413910,13520382,0.99,Latin,Minas,Milton Nascimento,413.91,0.030613779995269364,0.0,0.0
Caso Você Queira Saber,"Beto Guedes, Márcio Borges",205688,6787901,0.99,Latin,Minas,Milton Nascimento,205.688,0.03030215084162247,0.0,0.0
Ace Of Spades,Clarke/Kilmister/Taylor,169926,5523552,0.99,Metal,Ace Of Spades,Motörhead,169.926,0.030763899751464274,0.0,0.0
Love Me Like A Reptile,Clarke/Kilmister/Taylor,203546,6616389,0.99,Metal,Ace Of Spades,Motörhead,203.546,0.0307639106467289,0.5,0.3
Shoot You In The Back,Clarke/Kilmister/Taylor,160026,5175327,0.99,Metal,Ace Of Spades,Motörhead,160.026,0.030920944705522955,0.0,0.0
Live To Win,Clarke/Kilmister/Taylor,217626,7102182,0.99,Metal,Ace Of Spades,Motörhead,217.626,0.03064213223485402,0.4681818181818182,0.2106818181818182
(We Are) The Road Crew,Clarke/Kilmister/Taylor,192600,6283035,0.99,Metal,Ace Of Spades,Motörhead,192.6,0.030653975347901135,0.0,0.0
Fire Fire,Clarke/Kilmister/Taylor,164675,5416114,0.99,Metal,Ace Of Spades,Motörhead,164.675,0.03040464067041425,0.0,0.0
Jailbait,Clarke/Kilmister/Taylor,213916,6983609,0.99,Metal,Ace Of Spades,Motörhead,213.916,0.030631153605535477,0.0,0.0
Dance,Clarke/Kilmister/Taylor,158432,5155099,0.99,Metal,Ace Of Spades,Motörhead,158.432,0.030733066426076396,0.0,0.0
Bite The Bullet,Clarke/Kilmister/Taylor,98115,3195536,0.99,Metal,Ace Of Spades,Motörhead,98.115,0.03070376925811507,0.0,0.0
The Chase Is Better Than The Catch,Clarke/Kilmister/Taylor,258403,8393310,0.99,Metal,Ace Of Spades,Motörhead,258.403,0.03078678137707293,0.5,0.25
The Hammer,Clarke/Kilmister/Taylor,168071,5543267,0.99,Metal,Ace Of Spades,Motörhead,168.071,0.030319845679452208,0.0,0.0
Dirty Love,Clarke/Kilmister/Taylor,176457,5805241,0.99,Metal,Ace Of Spades,Motörhead,176.457,0.030396154095928146,-0.04999999999999999,-0.03499999999999999
Please Don't Touch,Heath/Robinson,169926,5557002,0.99,Metal,Ace Of Spades,Motörhead,169.926,0.03057871852484487,0.0,0.0
Emergency,Dufort/Johnson/McAuliffe/Williams,180427,5828728,0.99,Metal,Ace Of Spades,Motörhead,180.427,0.030954781214700702,0.0,0.0
Kir Royal,Mônica Marianno,234788,7706552,0.99,World,Demorou...,Mônica Marianno,234.788,0.030466024234962665,0.0,0.0
O Que Vai Em Meu Coração,Mônica Marianno,255373,8366846,0.99,World,Demorou...,Mônica Marianno,255.373,0.030522015105811675,0.0,0.0
Aos Leões,Mônica Marianno,234684,7790574,0.99,World,Demorou...,Mônica Marianno,234.684,0.03012409611923332,0.0,0.0
Dois Índios,Mônica Marianno,219271,7213072,0.99,World,Demorou...,Mônica Marianno,219.271,0.030399114274750064,0.0,0.0
Noite Negra,Mônica Marianno,206811,6819584,0.99,World,Demorou...,Mônica Marianno,206.811,0.03032604334809865,0.0,0.0
É Fogo,Mônica Marianno,194873,6501520,0.99,World,Demorou...,Mônica Marianno,194.873,0.029973452361909216,0.0,0.0
Só Se For Pelo Cabelo,Mônica Marianno,238288,8006345,0.99,World,Demorou...,Mônica Marianno,238.288,0.029762394700703004,0.0,0.0
A Moça e a Chuva,Mônica Marianno,274625,8929357,0.99,World,Demorou...,Mônica Marianno,274.625,0.030755294026210397,0.0,0.0
Demorou!,Mônica Marianno,39131,1287083,0.99,World,Demorou...,Mônica Marianno,39.131,0.030402856692225755,0.0,0.0
Enslaved,Mick Mars/Nikki Sixx/Tommy Lee,269844,8789966,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe,269.844,0.030699094854291814,0.0,0.0
"Girls, Girls, Girls",Mick Mars/Nikki Sixx/Tommy Lee,270288,8874814,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe,270.288,0.03045562419674373,0.0,0.0
Kickstart My Heart,Nikki Sixx,283559,9237736,0.99,Metal,Motley Crue Greatest Hits,Mötley Crüe,283.559,0.030695724580135218,0.0,0.0
