Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist,Seconds,len_byte_ratio
Pot-Pourri N.º 2,,211748,6878359,0.99,Bossa Nova,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,211.748,0.030784668261717656
Samba Em Prelúdio,,212636,6923473,0.99,Bossa Nova,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,212.636,0.03071233180226167
Linha de Passe (João Bosco),,230948,7902328,0.99,Latin,Vozes do MPB,Various Artists,230.948,0.02922531183215883
Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),,163970,5399626,0.99,Latin,Vozes do MPB,Various Artists,163.97,0.030366918005061833
Marina (Dorival Caymmi),,172643,5523628,0.99,Latin,Vozes do MPB,Various Artists,172.643,0.031255363322801606
Aquarela (Toquinho),,259944,8480140,0.99,Latin,Vozes do MPB,Various Artists,259.944,0.030653267516809864
Coração do Agreste (Fafá de Belém),,258194,8380320,0.99,Latin,Vozes do MPB,Various Artists,258.194,0.030809563357962463
Dona (Roupa Nova),,243356,7991295,0.99,Latin,Vozes do MPB,Various Artists,243.356,0.030452636274846567
Começaria Tudo Outra Vez (Maria Creuza),,206994,6851151,0.99,Latin,Vozes do MPB,Various Artists,206.994,0.030213025519361638
Caçador de Mim (Sá & Guarabyra),,238341,7751360,0.99,Latin,Vozes do MPB,Various Artists,238.341,0.030748281591875492
Romaria (Renato Teixeira),,244793,8033885,0.99,Latin,Vozes do MPB,Various Artists,244.793,0.03047006522996035
Wave (Os Cariocas),,130063,4298006,0.99,Latin,Vozes do MPB,Various Artists,130.063,0.030261242073649965
Garota de Ipanema (Dick Farney),,174367,5767474,0.99,Latin,Vozes do MPB,Various Artists,174.367,0.030232819428401413
Preciso Apender a Viver Só (Maysa),,143464,4642359,0.99,Latin,Vozes do MPB,Various Artists,143.464,0.030903254142990666
Susie Q,Hawkins-Lewis-Broadwater,275565,9043825,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,275.565,0.030469961548349286
I Put A Spell On You,Jay Hawkins,272091,8943000,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,272.091,0.030425025159342502
Proud Mary,J. C. Fogerty,189022,6229590,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,189.022,0.03034260681682101
Bad Moon Rising,J. C. Fogerty,140146,4609835,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,140.146,0.030401521963367453
Lodi,J. C. Fogerty,191451,6260214,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,191.451,0.030582181375908235
Green River,J. C. Fogerty,154279,5105874,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,154.279,0.030215982611400124
Commotion,J. C. Fogerty,162899,5354252,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,162.899,0.03042423105972599
Down On The Corner,J. C. Fogerty,164858,5521804,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,164.858,0.029855822481203605
Fortunate Son,J. C. Fogerty,140329,4617559,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,140.329,0.03039029929016608
Travelin' Band,J. C. Fogerty,129358,4270414,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,129.358,0.03029167663837745
Who'll Stop The Rain,J. C. Fogerty,149394,4899579,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,149.394,0.030491191181936245
Up Around The Bend,J. C. Fogerty,162429,5368701,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,162.429,0.030254804653863196
Run Through The Jungle,J. C. Fogerty,186044,6156567,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,186.044,0.03021878914011656
Lookin' Out My Back Door,J. C. Fogerty,152946,5034670,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,152.946,0.030378555098943924
Long As I Can See The Light,J. C. Fogerty,213237,6924024,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,213.237,0.03079668701321659
I Heard It Through The Grapevine,Whitfield-Strong,664894,21947845,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,664.894,0.030294272626765862
Have You Ever Seen The Rain?,J. C. Fogerty,160052,5263675,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,160.052,0.030406892522809634
Hey Tonight,J. C. Fogerty,162847,5343807,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,162.847,0.030473967342009172
Sweet Hitch-Hiker,J. C. Fogerty,175490,5716603,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,175.49,0.030698301071457997
Someday Never Comes,J. C. Fogerty,239360,7945235,0.99,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,239.36,0.030126232893048475
Walking On The Water,J.C. Fogerty,281286,9302129,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,281.286,0.03023888402321662
"Suzie-Q, Pt. 2",J.C. Fogerty,244114,7986637,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,244.114,0.030565305522211664
Good Golly Miss Molly,J.C. Fogerty,163604,5348175,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,163.604,0.030590622034619284
Tombstone Shadow,J.C. Fogerty,218880,7209080,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,218.88,0.0303617105095241
Wrote A Song For Everyone,J.C. Fogerty,296385,9675875,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,296.385,0.030631338251062564
Night Time Is The Right Time,J.C. Fogerty,190119,6211173,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,190.119,0.030609194108745644
Cotton Fields,J.C. Fogerty,178181,5919224,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,178.181,0.030102087706091202
It Came Out Of The Sky,J.C. Fogerty,176718,5807474,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,176.718,0.030429408723999452
Don't Look Now,J.C. Fogerty,131918,4366455,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,131.918,0.030211693467584115
The Midnight Special,J.C. Fogerty,253596,8297482,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,253.596,0.030563006945962642
Before You Accuse Me,J.C. Fogerty,207804,6815126,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,207.804,0.030491585922255877
Pagan Baby,J.C. Fogerty,385619,12713813,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,385.619,0.030330711958717657
(Wish I Could) Hideaway,J.C. Fogerty,228466,7432978,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,228.466,0.03073680562487875
It's Just A Thought,J.C. Fogerty,237374,7778319,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,237.374,0.030517390711283506
Molina,J.C. Fogerty,163239,5390811,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,163.239,0.030280972566094414
Born To Move,J.C. Fogerty,342804,11260814,0.99,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,342.804,0.03044220426693843
Brasil,,243696,7911683,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,243.696,0.03080204300399801
Eu Sou Neguinha (Ao Vivo),,251768,8376000,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,251.768,0.030058261700095512
Geração Coca-Cola (Ao Vivo),,228153,7573301,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,228.153,0.03012596488638178
Lanterna Dos Afogados,,204538,6714582,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,204.538,0.03046176217670735
Coroné Antonio Bento,,200437,6713066,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,200.437,0.029857743093841174
"Você Passa, Eu Acho Graça (Ao Vivo)",,206733,6943576,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,206.733,0.029773275326719258
Meu Mundo Fica Completo (Com Você),,247771,8322240,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,247.771,0.029772152689660478
1° De Julho,,270262,9017535,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,270.262,0.029970718161892358
Música Urbana 2,,194899,6383472,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,194.899,0.030531817167835935
Vida Bandida (Ao Vivo),,192626,6360785,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,192.626,0.030283369112460178
Palavras Ao Vento,,212453,7048676,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,212.453,0.030140837797055786
Woman Is The Nigger Of The World (Ao Vivo),,298919,9724145,0.99,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,298.919,0.03073987481675767
Malandragem,,247588,8165048,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,247.588,0.030322908083332763
O Segundo Sol,,252133,8335629,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,252.133,0.030247627383608363
Smells Like Teen Spirit (Ao Vivo),,316865,10384506,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,316.865,0.030513247332131156
E.C.T.,,227500,7571834,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,227.5,0.030045560956566138
Todo Amor Que Houver Nesta Vida,,227160,7420347,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,227.16,0.030613123618073387
Metrô. Linha 743,,174654,5837495,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,174.654,0.029919340402004627
Nós (Ao Vivo),,193828,6498661,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,193.828,0.029825836429996887
Na Cadência Do Samba,,196075,6483952,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,196.075,0.03024004496023413
Admirável Gado Novo,,274390,9144031,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,274.39,0.030007553561443526
Eleanor Rigby,,189466,6303205,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,189.466,0.03005867649870185
Socorro,,258586,8549393,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,258.586,0.03024612390610655
Blues Da Piedade,,257123,8472964,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,257.123,0.030346287320470147
Rubens,,211853,7026317,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,211.853,0.030151358101264146
Não Deixe O Samba Morrer - Cassia Eller e Alcione,,268173,8936345,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,268.173,0.030009248747670327
Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),,188473,6195854,0.99,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,188.473,0.030419212589580063
Comin' Home,Bolin/Coverdale/Paice,235781,7644604,0.99,Rock,Come Taste The Band,Deep Purple,235.781,0.030842801013630006
Lady Luck,Cook/Coverdale,168202,5501379,0.99,Rock,Come Taste The Band,Deep Purple,168.202,0.03057451595318192
Gettin' Tighter,Bolin/Hughes,218044,7176909,0.99,Rock,Come Taste The Band,Deep Purple,218.044,0.030381324327785123
Dealer,Bolin/Coverdale,230922,7591066,0.99,Rock,Come Taste The Band,Deep Purple,230.922,0.030420233469186014
Drifter,Bolin/Coverdale,242834,8001505,0.99,Rock,Come Taste The Band,Deep Purple,242.834,0.03034854068078443
Love Child,Bolin/Coverdale,188160,6173806,0.99,Rock,Come Taste The Band,Deep Purple,188.16,0.030477148131962683
This Time Around / Owed to 'G' [Instrumental],Bolin/Hughes/Lord,370102,11995679,0.99,Rock,Come Taste The Band,Deep Purple,370.102,0.03085294296387891
You Keep On Moving,Coverdale/Hughes,319111,10447868,0.99,Rock,Come Taste The Band,Deep Purple,319.111,0.03054316919011611
Speed King,"Blackmore, Gillan, Glover, Lord, Paice",264385,8587578,0.99,Rock,Deep Purple In Rock,Deep Purple,264.385,0.030786911047561955
Bloodsucker,"Blackmore, Gillan, Glover, Lord, Paice",256261,8344405,0.99,Rock,Deep Purple In Rock,Deep Purple,256.261,0.030710518005777523
Child In Time,"Blackmore, Gillan, Glover, Lord, Paice",620460,20230089,0.99,Rock,Deep Purple In Rock,Deep Purple,620.46,0.03067015671557352
Living Wreck,"Blackmore, Gillan, Glover, Lord, Paice",274886,8993056,0.99,Rock,Deep Purple In Rock,Deep Purple,274.886,0.030566472620653092
Fireball,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",204721,6714807,0.99,Rock,Fireball,Deep Purple,204.721,0.030487994666116243
No No No,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414902,13646606,0.99,Rock,Fireball,Deep Purple,414.902,0.030403310537433264
Strange Kind Of Woman,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",247092,8072036,0.99,Rock,Fireball,Deep Purple,247.092,0.030610864470872034
Anyone's Daughter,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",284682,9354480,0.99,Rock,Fireball,Deep Purple,284.682,0.03043269107422326
The Mule,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",322063,10638390,0.99,Rock,Fireball,Deep Purple,322.063,0.03027365983010587
Fools,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",500427,16279366,0.99,Rock,Fireball,Deep Purple,500.427,0.030739956334908867
No One Came,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",385880,12643813,0.99,Rock,Fireball,Deep Purple,385.88,0.03051927452580958
Knocking At Your Back Door,"Richie Blackmore, Ian Gillian, Roger Glover",424829,13779332,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,424.829,0.030830884980491073
Bad Attitude,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",307905,10035180,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,307.905,0.03068255875828834
Nobody's Home,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",243017,7929493,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,243.017,0.03064723053542011
Black Night,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",368770,12058906,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,368.77,0.03058071768699416
Perfect Strangers,"Richie Blackmore, Ian Gillian, Roger Glover",321149,10445353,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,321.149,0.030745633967564332
The Unwritten Law,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295053,9740361,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,295.053,0.030291793086519074
Call Of The Wild,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",293851,9575295,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,293.851,0.030688453984968608
Hush,South,213054,6944928,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,213.054,0.030677639854581645
Smoke On The Water,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",464378,15180849,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,464.378,0.030589725251861738
Space Trucking,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",341185,11122183,0.99,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,341.185,0.030676082204365816
Highway Star,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,368770,12012452,0.99,Rock,Machine Head,Deep Purple,368.77,0.030698978027133846
Pictures Of Home,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,303777,9903835,0.99,Rock,Machine Head,Deep Purple,303.777,0.030672663670184327
Never Before,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,239830,7832790,0.99,Rock,Machine Head,Deep Purple,239.83,0.030618719511183116
Smoke On The Water,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,340871,11246496,0.99,Rock,Machine Head,Deep Purple,340.871,0.03030908471403004
Lazy,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,442096,14397671,0.99,Rock,Machine Head,Deep Purple,442.096,0.030706077392656076
Space Truckin',Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,272796,8981030,0.99,Rock,Machine Head,Deep Purple,272.796,0.030374689762755498
Vavoom : Ted The Mechanic,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",257384,8510755,0.99,Rock,Purpendicular,Deep Purple,257.384,0.030242205303759772
Loosen My Strings,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",359680,11702232,0.99,Rock,Purpendicular,Deep Purple,359.68,0.03073601685558789
Soon Forgotten,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",287791,9401383,0.99,Rock,Purpendicular,Deep Purple,287.791,0.030611560022605185
Sometimes I Feel Like Screaming,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",451840,14789410,0.99,Rock,Purpendicular,Deep Purple,451.84,0.030551590631404498
Cascades : I'm Not Your Lover,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283689,9209693,0.99,Rock,Purpendicular,Deep Purple,283.689,0.030803306907190065
The Aviator,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",320992,10532053,0.99,Rock,Purpendicular,Deep Purple,320.992,0.030477628625682002
Rosa's Cantina,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",312372,10323804,0.99,Rock,Purpendicular,Deep Purple,312.372,0.030257451613765623
A Castle Full Of Rascals,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",311693,10159566,0.99,Rock,Purpendicular,Deep Purple,311.693,0.030679755414749016
A Touch Away,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",276323,9098561,0.99,Rock,Purpendicular,Deep Purple,276.323,0.03036996729482827
Hey Cisco,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089,11600029,0.99,Rock,Purpendicular,Deep Purple,354.089,0.030524837481009745
The Purpendicular Waltz,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283924,9299131,0.99,Rock,Purpendicular,Deep Purple,283.924,0.03053231533140032
King Of Dreams,"Blackmore, Glover, Turner",328385,10733847,0.99,Rock,Slaves And Masters,Deep Purple,328.385,0.030593411663125066
The Cut Runs Deep,"Blackmore, Glover, Turner, Lord, Paice",342752,11191650,0.99,Rock,Slaves And Masters,Deep Purple,342.752,0.030625689688294398
Fire In The Basement,"Blackmore, Glover, Turner, Lord, Paice",283977,9267550,0.99,Rock,Slaves And Masters,Deep Purple,283.977,0.03064207908238963
Truth Hurts,"Blackmore, Glover, Turner",314827,10224612,0.99,Rock,Slaves And Masters,Deep Purple,314.827,0.030791095055734144
Breakfast In Bed,"Blackmore, Glover, Turner",317126,10323804,0.99,Rock,Slaves And Masters,Deep Purple,317.126,0.03071794079004212
Love Conquers All,"Blackmore, Glover, Turner",227186,7328516,0.99,Rock,Slaves And Masters,Deep Purple,227.186,0.031000273452360616
Too Much Is Not Enough,"Turner, Held, Greenwood",257724,8382800,0.99,Rock,Slaves And Masters,Deep Purple,257.724,0.03074438135229279
Wicked Ways,"Blackmore, Glover, Turner, Lord, Paice",393691,12826582,0.99,Rock,Slaves And Masters,Deep Purple,393.691,0.030693367882417937
Stormbringer,D.Coverdale/R.Blackmore/Ritchie Blackmore,246413,8044864,0.99,Rock,Stormbringer,Deep Purple,246.413,0.030629852785578476
Love Don't Mean a Thing,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,263862,8675026,0.99,Rock,Stormbringer,Deep Purple,263.862,0.030416277714902525
Holy Man,D.Coverdale/G.Hughes/Glenn Hughes/J.Lord/John Lord,270236,8818093,0.99,Rock,Stormbringer,Deep Purple,270.236,0.030645628255451605
Hold On,D.Coverdal/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord,306860,10022428,0.99,Rock,Stormbringer,Deep Purple,306.86,0.030617331449026123
Lady Double Dealer,D.Coverdale/R.Blackmore/Ritchie Blackmore,201482,6554330,0.99,Rock,Stormbringer,Deep Purple,201.482,0.03074028924390441
You Can't Do it Right (With the One You Love),D.Coverdale/G.Hughes/Glenn Hughes/R.Blackmore/Ritchie Blackmore,203755,6709579,0.99,Rock,Stormbringer,Deep Purple,203.755,0.03036777717350075
