Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist,Seconds,len_byte_ratio
Rock & Roll,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",220917,7142127,0.99,Rock,IV,Led Zeppelin,220.917,0.030931541822205064
The Battle Of Evermore,"Jimmy Page, Robert Plant",351555,11525689,0.99,Rock,IV,Led Zeppelin,351.555,0.030501864140182855
Stairway To Heaven,"Jimmy Page, Robert Plant",481619,15706767,0.99,Rock,IV,Led Zeppelin,481.619,0.030663153021879042
Misty Mountain Hop,"Jimmy Page, Robert Plant, John Paul Jones",278857,9092799,0.99,Rock,IV,Led Zeppelin,278.857,0.030667894451422494
Four Sticks,"Jimmy Page, Robert Plant",284447,9481301,0.99,Rock,IV,Led Zeppelin,284.447,0.03000084060193849
Going To California,"Jimmy Page, Robert Plant",215693,7068737,0.99,Rock,IV,Led Zeppelin,215.693,0.030513654702388843
When The Levee Breaks,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham, Memphis Minnie",427702,13912107,0.99,Rock,IV,Led Zeppelin,427.702,0.0307431505522492
Good Times Bad Times,Jimmy Page/John Bonham/John Paul Jones,166164,5464077,0.99,Rock,Led Zeppelin I,Led Zeppelin,166.164,0.030410259591876175
Babe I'm Gonna Leave You,Jimmy Page/Robert Plant,401475,13189312,0.99,Rock,Led Zeppelin I,Led Zeppelin,401.475,0.03043941943294692
You Shook Me,J. B. Lenoir/Willie Dixon,388179,12643067,0.99,Rock,Led Zeppelin I,Led Zeppelin,388.179,0.03070291409513214
Dazed and Confused,Jimmy Page,386063,12610326,0.99,Rock,Led Zeppelin I,Led Zeppelin,386.063,0.030614831051949013
Communication Breakdown,Jimmy Page/John Bonham/John Paul Jones,150230,4899554,0.99,Rock,Led Zeppelin I,Led Zeppelin,150.23,0.03066197453890701
I Can't Quit You Baby,Willie Dixon,282671,9252733,0.99,Rock,Led Zeppelin I,Led Zeppelin,282.671,0.030550000740321805
How Many More Times,Jimmy Page/John Bonham/John Paul Jones,508055,16541364,0.99,Rock,Led Zeppelin I,Led Zeppelin,508.055,0.030714214377967862
Whole Lotta Love,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",334471,11026243,0.99,Rock,Led Zeppelin II,Led Zeppelin,334.471,0.03033408568993083
The Lemon Song,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",379141,12463496,0.99,Rock,Led Zeppelin II,Led Zeppelin,379.141,0.030420116474542937
Thank You,"Jimmy Page, Robert Plant",287791,9337392,0.99,Rock,Led Zeppelin II,Led Zeppelin,287.791,0.03082134711705367
Heartbreaker,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",253988,8387560,0.99,Rock,Led Zeppelin II,Led Zeppelin,253.988,0.03028151214417542
Living Loving Maid (She's Just A Woman),"Jimmy Page, Robert Plant",159216,5219819,0.99,Rock,Led Zeppelin II,Led Zeppelin,159.216,0.0305022070688658
Ramble On,"Jimmy Page, Robert Plant",275591,9199710,0.99,Rock,Led Zeppelin II,Led Zeppelin,275.591,0.02995648775885327
Moby Dick,"John Bonham, John Paul Jones, Jimmy Page",260728,8664210,0.99,Rock,Led Zeppelin II,Led Zeppelin,260.728,0.030092530074871223
Bring It On Home,"Jimmy Page, Robert Plant",259970,8494731,0.99,Rock,Led Zeppelin II,Led Zeppelin,259.97,0.030603676561388467
Immigrant Song,"Jimmy Page, Robert Plant",144875,4786461,0.99,Rock,Led Zeppelin III,Led Zeppelin,144.875,0.030267665400386633
Friends,"Jimmy Page, Robert Plant",233560,7694220,0.99,Rock,Led Zeppelin III,Led Zeppelin,233.56,0.030355253683934175
Celebration Day,"Jimmy Page, Robert Plant, John Paul Jones",209528,6871078,0.99,Rock,Led Zeppelin III,Led Zeppelin,209.528,0.030494196107219276
Since I've Been Loving You,"Jimmy Page, Robert Plant, John Paul Jones",444055,14482460,0.99,Rock,Led Zeppelin III,Led Zeppelin,444.055,0.030661572688617817
Out On The Tiles,"Jimmy Page, Robert Plant, John Bonham",246047,8060350,0.99,Rock,Led Zeppelin III,Led Zeppelin,246.047,0.030525597523680732
Gallows Pole,Traditional,296228,9757151,0.99,Rock,Led Zeppelin III,Led Zeppelin,296.228,0.030360091793188403
Tangerine,Jimmy Page,189675,6200893,0.99,Rock,Led Zeppelin III,Led Zeppelin,189.675,0.030588336228346464
That's The Way,"Jimmy Page, Robert Plant",337345,11202499,0.99,Rock,Led Zeppelin III,Led Zeppelin,337.345,0.03011337023997949
Bron-Y-Aur Stomp,"Jimmy Page, Robert Plant, John Paul Jones",259500,8674508,0.99,Rock,Led Zeppelin III,Led Zeppelin,259.5,0.029915241302446202
Hats Off To (Roy) Harper,Traditional,219376,7236640,0.99,Rock,Led Zeppelin III,Led Zeppelin,219.376,0.03031462115014703
In The Light,John Paul Jones/Robert Plant,526785,17033046,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,526.785,0.030927234036707232
Bron-Yr-Aur,Jimmy Page,126641,4150746,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,126.641,0.030510419090929677
Down By The Seaside,Robert Plant,316186,10371282,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,316.186,0.030486684288403305
Ten Years Gone,Robert Plant,393116,12756366,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,393.116,0.03081724058403467
The Wanton Song,Robert Plant,249887,8180988,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,249.887,0.03054484372792137
Boogie With Stu,Ian Stewart/John Bonham/John Paul Jones/Mrs. Valens/Robert Plant,233273,7657086,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,233.273,0.030464983676557898
Black Country Woman,Robert Plant,273084,8951732,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,273.084,0.03050627521020513
Sick Again,Robert Plant,283036,9279263,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,283.036,0.030501991375823705
Achilles Last Stand,Jimmy Page/Robert Plant,625502,20593955,0.99,Rock,Presence,Led Zeppelin,625.502,0.030373087636639005
For Your Life,Jimmy Page/Robert Plant,384391,12633382,0.99,Rock,Presence,Led Zeppelin,384.391,0.03042661102149844
Nobody's Fault But Mine,Jimmy Page/Robert Plant,376215,12237859,0.99,Rock,Presence,Led Zeppelin,376.215,0.03074189692821269
Candy Store Rock,Jimmy Page/Robert Plant,252055,8397423,0.99,Rock,Presence,Led Zeppelin,252.055,0.030015756024199328
Tea For One,Jimmy Page/Robert Plant,566752,18475264,0.99,Rock,Presence,Led Zeppelin,566.752,0.03067625988998046
Celebration Day,John Paul Jones/Robert Plant,230034,7478487,0.99,Rock,The Song Remains The Same (Disc 1),Led Zeppelin,230.034,0.030759430350015986
The Song Remains The Same,Robert Plant,353358,11465033,0.99,Rock,The Song Remains The Same (Disc 1),Led Zeppelin,353.358,0.030820495675851958
Rain Song,Robert Plant,505808,16273705,0.99,Rock,The Song Remains The Same (Disc 1),Led Zeppelin,505.808,0.031081305701436766
Dazed And Confused,Jimmy Page,1612329,52490554,0.99,Rock,The Song Remains The Same (Disc 1),Led Zeppelin,1612.329,0.030716555211057595
No Quarter,John Paul Jones/Robert Plant,749897,24399285,0.99,Rock,The Song Remains The Same (Disc 2),Led Zeppelin,749.897,0.030734384224783636
Stairway To Heaven,Robert Plant,657293,21354766,0.99,Rock,The Song Remains The Same (Disc 2),Led Zeppelin,657.293,0.030779686370714623
Moby Dick,John Bonham/John Paul Jones,766354,25345841,0.99,Rock,The Song Remains The Same (Disc 2),Led Zeppelin,766.354,0.030235887615644712
Whole Lotta Love,John Bonham/John Paul Jones/Robert Plant/Willie Dixon,863895,28191437,0.99,Rock,The Song Remains The Same (Disc 2),Led Zeppelin,863.895,0.030643879558179314
Natália,Renato Russo,235728,7640230,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,235.728,0.030853521425402115
L'Avventura,Renato Russo,278256,9165769,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,278.256,0.0303581728930764
Música De Trabalho,Renato Russo,260231,8590671,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,260.231,0.030292278682305492
Longe Do Meu Lado,Renato Russo - Marcelo Bonfá,266161,8655249,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,266.161,0.030751397215724237
A Via Láctea,Renato Russo,280084,9234879,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,280.084,0.030328930135413795
Música Ambiente,Renato Russo,247614,8234388,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,247.614,0.03007072292439948
Aloha,Renato Russo,325955,10793301,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,325.955,0.03019975075280491
Dezesseis,Renato Russo,323918,10573515,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,323.918,0.030634845649720077
Mil Pedaços,Renato Russo,203337,6643291,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,203.337,0.03060787191167751
Leila,Renato Russo,323056,10608239,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,323.056,0.03045331086526237
1º De Julho,Renato Russo,290298,9619257,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,290.298,0.030178838136874813
Quando Você Voltar,Renato Russo,173897,5781046,0.99,Latin,A TempestadeTempestade Ou O Livro Dos Dias,Legião Urbana,173.897,0.03008054251773814
Será,Dado Villa-Lobos/Marcelo Bonfá,148401,4826528,0.99,Latin,Mais Do Mesmo,Legião Urbana,148.401,0.03074694687361184
Ainda É Cedo,Dado Villa-Lobos/Ico Ouro-Preto/Marcelo Bonfá,236826,7796400,0.99,Latin,Mais Do Mesmo,Legião Urbana,236.826,0.030376327535785747
Geração Coca-Cola,Renato Russo,141453,4625731,0.99,Latin,Mais Do Mesmo,Legião Urbana,141.453,0.03057959920280708
Eduardo E Mônica,Renato Russo,271229,9026691,0.99,Latin,Mais Do Mesmo,Legião Urbana,271.229,0.03004744484994557
Indios,Renato Russo,258168,8610226,0.99,Latin,Mais Do Mesmo,Legião Urbana,258.168,0.029983881956176295
Que País É Este,Renato Russo,177606,5822124,0.99,Latin,Mais Do Mesmo,Legião Urbana,177.606,0.03050536196068651
Faroeste Caboclo,Renato Russo,543007,18092739,0.99,Latin,Mais Do Mesmo,Legião Urbana,543.007,0.030012426531991647
Há Tempos,Dado Villa-Lobos/Marcelo Bonfá,197146,6432922,0.99,Latin,Mais Do Mesmo,Legião Urbana,197.146,0.030646415423659732
Pais E Filhos,Dado Villa-Lobos/Marcelo Bonfá,308401,10130685,0.99,Latin,Mais Do Mesmo,Legião Urbana,308.401,0.030442265256495488
Meninos E Meninas,Dado Villa-Lobos/Marcelo Bonfá,203781,6667802,0.99,Latin,Mais Do Mesmo,Legião Urbana,203.781,0.03056194530071529
Vento No Litoral,Dado Villa-Lobos/Marcelo Bonfá,366445,12063806,0.99,Latin,Mais Do Mesmo,Legião Urbana,366.445,0.03037557135782853
Perfeição,Dado Villa-Lobos/Marcelo Bonfá,276558,9258489,0.99,Latin,Mais Do Mesmo,Legião Urbana,276.558,0.029870748887858484
Giz,Dado Villa-Lobos/Marcelo Bonfá,202213,6677671,0.99,Latin,Mais Do Mesmo,Legião Urbana,202.213,0.030281965074350024
Dezesseis,Dado Villa-Lobos/Marcelo Bonfá,321724,10501773,0.99,Latin,Mais Do Mesmo,Legião Urbana,321.724,0.030635207978690838
Antes Das Seis,Dado Villa-Lobos,189231,6296531,0.99,Latin,Mais Do Mesmo,Legião Urbana,189.231,0.03005321501633201
Are You Gonna Go My Way,Craig Ross/Lenny Kravitz,211591,6905135,0.99,Rock,Greatest Hits,Lenny Kravitz,211.591,0.030642558038329448
Fly Away,Lenny Kravitz,221962,7322085,0.99,Rock,Greatest Hits,Lenny Kravitz,221.962,0.030314043062870753
Rock And Roll Is Dead,Lenny Kravitz,204199,6680312,0.99,Rock,Greatest Hits,Lenny Kravitz,204.199,0.030567284881304946
Again,Lenny Kravitz,228989,7490476,0.99,Rock,Greatest Hits,Lenny Kravitz,228.989,0.030570687363526697
It Ain't Over 'Til It's Over,Lenny Kravitz,242703,8078936,0.99,Rock,Greatest Hits,Lenny Kravitz,242.703,0.030041455954100887
Can't Get You Off My Mind,Lenny Kravitz,273815,8937150,0.99,Rock,Greatest Hits,Lenny Kravitz,273.815,0.03063784316029159
Mr. Cab Driver,Lenny Kravitz,230321,7668084,0.99,Rock,Greatest Hits,Lenny Kravitz,230.321,0.030036316764396425
American Woman,B. Cummings/G. Peterson/M.J. Kale/R. Bachman,261773,8538023,0.99,Rock,Greatest Hits,Lenny Kravitz,261.773,0.030659673790993536
Stand By My Woman,Henry Kirssch/Lenny Kravitz/S. Pasch A. Krizan,259683,8447611,0.99,Rock,Greatest Hits,Lenny Kravitz,259.683,0.030740406962394457
Always On The Run,Lenny Kravitz/Slash,232515,7593397,0.99,Rock,Greatest Hits,Lenny Kravitz,232.515,0.030620682679965237
Heaven Help,Gerry DeVeaux/Terry Britten,190354,6222092,0.99,Rock,Greatest Hits,Lenny Kravitz,190.354,0.030593247415820916
I Belong To You,Lenny Kravitz,257123,8477980,0.99,Rock,Greatest Hits,Lenny Kravitz,257.123,0.030328332928362654
Believe,Henry Hirsch/Lenny Kravitz,295131,9661978,0.99,Rock,Greatest Hits,Lenny Kravitz,295.131,0.030545608777001975
Let Love Rule,Lenny Kravitz,342648,11298085,0.99,Rock,Greatest Hits,Lenny Kravitz,342.648,0.03032797151021611
Black Velveteen,Lenny Kravitz,290899,9531301,0.99,Rock,Greatest Hits,Lenny Kravitz,290.899,0.03052038751058224
Johnny B. Goode,,243200,8092024,0.99,Reggae,Greatest Hits,Lenny Kravitz,243.2,0.030054285553280612
Don't Look Back,,221100,7344023,0.99,Reggae,Greatest Hits,Lenny Kravitz,221.1,0.03010611486374702
Jah Seh No,,276871,9134476,0.99,Reggae,Greatest Hits,Lenny Kravitz,276.871,0.03031055092815395
I'm The Toughest,,230191,7657594,0.99,Reggae,Greatest Hits,Lenny Kravitz,230.191,0.030060486361643095
Nothing But Love,,221570,7335228,0.99,Reggae,Greatest Hits,Lenny Kravitz,221.57,0.030206286703017275
Bush Doctor,,239751,7942299,0.99,Reggae,Greatest Hits,Lenny Kravitz,239.751,0.03018659962310661
Mystic Man,,353671,11812170,0.99,Reggae,Greatest Hits,Lenny Kravitz,353.671,0.029941238570051057
Coming In Hot,,213054,7109414,0.99,Reggae,Greatest Hits,Lenny Kravitz,213.054,0.029967870769658372
Pick Myself Up,,234684,7788255,0.99,Reggae,Greatest Hits,Lenny Kravitz,234.684,0.030133065750928802
Crystal Ball,,309733,10319296,0.99,Reggae,Greatest Hits,Lenny Kravitz,309.733,0.030014935127357527
Equal Rights Downpresser Man,,366733,12086524,0.99,Reggae,Greatest Hits,Lenny Kravitz,366.733,0.03034230519874862
Holding Back The Years,Mick Hucknall and Neil Moss,270053,8833220,0.99,Rock,Greatest Hits,Lenny Kravitz,270.053,0.03057242998589416
Money's Too Tight To Mention,John and William Valentine,268408,8861921,0.99,Rock,Greatest Hits,Lenny Kravitz,268.408,0.03028778974671519
The Right Thing,Mick Hucknall,262687,8624063,0.99,Rock,Greatest Hits,Lenny Kravitz,262.687,0.030459772847206704
It's Only Love,Jimmy and Vella Cameron,232594,7659017,0.99,Rock,Greatest Hits,Lenny Kravitz,232.594,0.030368649136044482
A New Flame,Mick Hucknall,237662,7822875,0.99,Rock,Greatest Hits,Lenny Kravitz,237.662,0.030380390840963202
You've Got It,Mick Hucknall and Lamont Dozier,235232,7712845,0.99,Rock,Greatest Hits,Lenny Kravitz,235.232,0.030498732957812583
If You Don't Know Me By Now,Kenny Gamble and Leon Huff,206524,6712634,0.99,Rock,Greatest Hits,Lenny Kravitz,206.524,0.03076646216671429
Stars,Mick Hucknall,248137,8194906,0.99,Rock,Greatest Hits,Lenny Kravitz,248.137,0.030279419922571413
Something Got Me Started,Mick Hucknall and Fritz McIntyre,239595,7997139,0.99,Rock,Greatest Hits,Lenny Kravitz,239.595,0.029960089476999213
Thrill Me,Mick Hucknall and Fritz McIntyre,303934,10034711,0.99,Rock,Greatest Hits,Lenny Kravitz,303.934,0.03028826639850415
For Your Babies,Mick Hucknall,256992,8408803,0.99,Rock,Greatest Hits,Lenny Kravitz,256.992,0.03056225719641666
So Beautiful,Mick Hucknall,298083,9837832,0.99,Rock,Greatest Hits,Lenny Kravitz,298.083,0.030299663584415753
Fairground,Mick Hucknall,263888,8793094,0.99,Rock,Greatest Hits,Lenny Kravitz,263.888,0.03001082440378779
Still Of The Night,Sykes,398210,13043817,0.99,Metal,Greatest Hits,Lenny Kravitz,398.21,0.03052864050453943
Here I Go Again,Marsden,233874,7652473,0.99,Metal,Greatest Hits,Lenny Kravitz,233.874,0.030561885027232373
Is This Love,Sykes,283924,9262360,0.99,Metal,Greatest Hits,Lenny Kravitz,283.924,0.030653526746962978
Love Ain't No Stranger,Galley,259395,8490428,0.99,Metal,Greatest Hits,Lenny Kravitz,259.395,0.03055146336556885
Looking For Love,Sykes,391941,12769847,0.99,Metal,Greatest Hits,Lenny Kravitz,391.941,0.030692693498990238
Now You're Gone,Vandenberg,251141,8162193,0.99,Metal,Greatest Hits,Lenny Kravitz,251.141,0.030768814214513183
Slide It In,Coverdale,202475,6615152,0.99,Metal,Greatest Hits,Lenny Kravitz,202.475,0.030607762300851136
Judgement Day,Vandenberg,317074,10326997,0.99,Metal,Greatest Hits,Lenny Kravitz,317.074,0.030703407776723476
You're Gonna Break My Hart Again,Sykes,250853,8176847,0.99,Metal,Greatest Hits,Lenny Kravitz,250.853,0.03067845099706525
The Deeper The Love,Vandenberg,262791,8606504,0.99,Metal,Greatest Hits,Lenny Kravitz,262.791,0.030534000797536376
Crying In The Rain,Coverdale,337005,10931921,0.99,Metal,Greatest Hits,Lenny Kravitz,337.005,0.030827610261728016
Sweet Lady Luck,Vandenberg,273737,8919163,0.99,Metal,Greatest Hits,Lenny Kravitz,273.737,0.030690884335222934
Assim Caminha A Humanidade,,210755,6993763,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,210.755,0.03013470716694289
Casa,,307591,10107269,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,307.591,0.030432651985417624
Condição,,263549,8778465,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,263.549,0.030022219146513655
Satisfação,,208065,6901681,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,208.065,0.030147003317017983
Brumário,,216241,7243499,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,216.241,0.02985311380591065
Sábado À Noite,,193854,6435114,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,193.854,0.03012440805244476
A Cura,,280920,9260588,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,280.92,0.030335006805183428
Atrás Do Trio Elétrico,,149080,4917615,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,149.08,0.030315508635791945
Tudo Bem,,196101,6419139,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,196.101,0.030549424151743713
Toda Forma De Amor,,227813,7496584,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,227.813,0.030388907801206524
Sereia,,278047,9121087,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,278.047,0.03048397630677133
Se Você Pensa,,195996,6552490,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,195.996,0.029911682429122365
Lá Vem O Sol (Here Comes The Sun),,189492,6229645,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,189.492,0.03041778464101887
Honolulu,,261433,8558481,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,261.433,0.03054665892230175
Dancin´Days,,237400,7875347,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,237.4,0.030144703465129853
Hyperconectividade,,180636,5948039,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,180.636,0.030369000606754595
O Descobridor Dos Sete Mares,,225854,7475780,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,225.854,0.030211429442813995
Um Certo Alguém,,194063,6430939,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,194.063,0.030176464121335934
Fullgás,,346070,11505484,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,346.07,0.0300786998617355
Senta A Pua,,217547,7205844,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,217.547,0.03019035660500005
Ro-Que-Se-Da-Ne,,146703,4805897,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,146.703,0.03052562300024324
Tudo Igual,,276035,9201645,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,276.035,0.029998440496237358
Fogo De Palha,,246804,8133732,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,246.804,0.030343266780857792
Assaltaram A Gramática,,261041,8698959,0.99,Latin,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,261.041,0.030008303292382455
Kayleigh,"Kelly, Mosley, Rothery, Trewaves",234605,7716005,0.99,Rock,Misplaced Childhood,Marillion,234.605,0.03040498288946158
Lavender,"Kelly, Mosley, Rothery, Trewaves",153417,4999814,0.99,Rock,Misplaced Childhood,Marillion,153.417,0.030684541464942497
Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel,"Kelly, Mosley, Rothery, Trewaves",356493,11791068,0.99,Rock,Misplaced Childhood,Marillion,356.493,0.030234156905888425
Heart Of Lothian: Wide Boy / Curtain Call,"Kelly, Mosley, Rothery, Trewaves",366053,11893723,0.99,Rock,Misplaced Childhood,Marillion,366.053,0.030776990518444056
Arrepio,Carlinhos Brown,136254,4511390,0.99,Latin,Barulhinho Bom,Marisa Monte,136.254,0.030202221488277448
Magamalabares,Carlinhos Brown,215875,7183757,0.99,Latin,Barulhinho Bom,Marisa Monte,215.875,0.03005043182835945
Chuva No Brejo,Morais,145606,4857761,0.99,Latin,Barulhinho Bom,Marisa Monte,145.606,0.02997389126389709
Cérebro Eletrônico,Gilberto Gil,172800,5760864,0.99,Latin,Barulhinho Bom,Marisa Monte,172.8,0.029995500674898767
Tempos Modernos,Lulu Santos,183066,6066234,0.99,Latin,Barulhinho Bom,Marisa Monte,183.066,0.030177866531360314
Maraçá,Carlinhos Brown,230008,7621482,0.99,Latin,Barulhinho Bom,Marisa Monte,230.008,0.030178907461829604
Blanco,Marisa Monte/poema de Octavio Paz/versão: Haroldo de Campos,45191,1454532,0.99,Latin,Barulhinho Bom,Marisa Monte,45.191,0.031069099889173973
Panis Et Circenses,Caetano Veloso e Gilberto Gil,192339,6318373,0.99,Latin,Barulhinho Bom,Marisa Monte,192.339,0.030441222764151468
De Noite Na Cama,Caetano Veloso e Gilberto Gil,209005,7012658,0.99,Latin,Barulhinho Bom,Marisa Monte,209.005,0.029803963062222626
Beija Eu,Caetano Veloso e Gilberto Gil,197276,6512544,0.99,Latin,Barulhinho Bom,Marisa Monte,197.276,0.030291695534034012
Give Me Love,Caetano Veloso e Gilberto Gil,249808,8196331,0.99,Latin,Barulhinho Bom,Marisa Monte,249.808,0.0304780273027041
Ainda Lembro,Caetano Veloso e Gilberto Gil,218801,7211247,0.99,Latin,Barulhinho Bom,Marisa Monte,218.801,0.030341631620716916
A Menina Dança,Caetano Veloso e Gilberto Gil,129410,4326918,0.99,Latin,Barulhinho Bom,Marisa Monte,129.41,0.029908123981087692
Dança Da Solidão,Caetano Veloso e Gilberto Gil,203520,6699368,0.99,Latin,Barulhinho Bom,Marisa Monte,203.52,0.03037898500276444
Ao Meu Redor,Caetano Veloso e Gilberto Gil,275591,9158834,0.99,Latin,Barulhinho Bom,Marisa Monte,275.591,0.030090183968832715
Bem Leve,Caetano Veloso e Gilberto Gil,159190,5246835,0.99,Latin,Barulhinho Bom,Marisa Monte,159.19,0.030340195565517116
Segue O Seco,Caetano Veloso e Gilberto Gil,178207,5922018,0.99,Latin,Barulhinho Bom,Marisa Monte,178.207,0.030092275977546844
O Xote Das Meninas,Caetano Veloso e Gilberto Gil,291866,9553228,0.99,Latin,Barulhinho Bom,Marisa Monte,291.866,0.03055155807021459
Wherever I Lay My Hat,,136986,4477321,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,136.986,0.03059552799542405
Get My Hands On Some Lovin',,149054,4860380,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,149.054,0.030667149482139257
No Good Without You,"William ""Mickey"" Stevenson",161410,5259218,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,161.41,0.03069087457488927
You've Been A Long Time Coming,Brian Holland/Eddie Holland/Lamont Dozier,137221,4437949,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,137.221,0.030919913680846716
When I Had Your Love,"Robert Rogers/Warren ""Pete"" Moore/William ""Mickey"" Stevenson",152424,4972815,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,152.424,0.03065145194422073
You're What's Happening (In The World Today),Allen Story/George Gordy/Robert Gordy,142027,4631104,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,142.027,0.03066806532524426
It's A Bitter Pill To Swallow,"Smokey Robinson/Warren ""Pete"" Moore",194821,6477882,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,194.821,0.030074799139595317
Seek And You Shall Find,"Ivy Hunter/William ""Mickey"" Stevenson",223451,7306719,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,223.451,0.03058157840749042
Gonna Keep On Tryin' Till I Win Your Love,Barrett Strong/Norman Whitfield,176404,5789945,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,176.404,0.030467301502864017
Gonna Give Her All The Love I've Got,Barrett Strong/Norman Whitfield,210886,6893603,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,210.886,0.030591549876022743
I Wish It Would Rain,Barrett Strong/Norman Whitfield/Roger Penzabene,172486,5647327,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,172.486,0.030542945361584337
"Abraham, Martin And John",Dick Holler,273057,8888206,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,273.057,0.030721272661772242
Save The Children,Al Cleveland/Marvin Gaye/Renaldo Benson,194821,6342021,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,194.821,0.03071907204343852
You Sure Love To Ball,Marvin Gaye,218540,7217872,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,218.54,0.0302776219916341
Ego Tripping Out,Marvin Gaye,314514,10383887,0.99,R&B/Soul,Seek And Shall Find: More Of The Best (1963-1981),Marvin Gaye,314.514,0.030288657802227625
